path,class_name,class_idx,split
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_11972_8869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12097_14119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12222_9369.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12347_10994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12347_7494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12347_7994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12347_8869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12472_10119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12472_12744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12472_8869.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12597_10369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12597_12994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12597_14494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12597_7494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12722_8994.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12847_10119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12847_8494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12972_8869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_12972_9619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13097_10994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13097_7369.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13347_11744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13347_13994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13347_7994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13597_12744.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13722_8369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13847_14244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_13972_12994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14222_14244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14222_17369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14347_12744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14347_13869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14472_10869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14472_12744.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14472_13994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14472_14119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14472_6619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14472_9994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14597_8869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14722_12119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14722_12744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14722_18619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14972_15244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_14972_9744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15097_10494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15097_12494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15097_17119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15222_11744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15222_16869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15347_14244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15347_8244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15472_11244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15472_16369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15472_7244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15597_6494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15972_11869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15972_6119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_15972_8869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16222_19994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16222_5744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16222_7994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16222_8244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16347_17244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16347_19869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16347_19994.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16472_13994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16472_19369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16597_12119.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16597_5494.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16722_19119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16722_7119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16722_9369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16847_10369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16847_10494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16847_16119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16847_16369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_16847_7369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_10244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_11494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_20994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_6119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_6494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17222_7744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17347_5869.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17347_6119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17347_7494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17472_11494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17472_13869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17472_14244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17472_14869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17472_18119.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17472_8244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17597_11369.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17597_15494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17597_5494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17597_6869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17722_11244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17722_6744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17722_9119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17847_21244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17847_4619.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_17972_8869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18097_14744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18097_7619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18222_16994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18222_18119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18222_21494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18347_14869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18347_20869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18472_17494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18472_20369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18472_7744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18472_9244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18597_18869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18597_19494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18597_7369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18597_8619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18722_10494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18722_10744.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18722_5744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18847_17119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18847_17244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18972_11619.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18972_12619.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18972_14619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18972_15619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18972_16869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_18972_17619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19097_13119.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19222_12369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19222_18744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19222_9494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19347_15244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19347_16369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19347_3244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19347_3494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19347_7119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19472_12369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19472_16869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19472_20619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19472_7994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19597_13369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19597_14744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19597_9619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19722_12244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19722_17619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19847_18119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19847_18994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19972_6244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_19972_7244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20097_15119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20097_21369.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20222_10994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20222_15494.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20222_18869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20222_22869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20222_4619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20347_14369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20347_15494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20347_17994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20347_18869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20347_7994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20347_9619.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_10244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_11619.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_11994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_14994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_15369.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_16119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_17494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_21244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_21494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_4119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20472_4744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20597_6994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20722_11744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20722_19994.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20847_3744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20847_5744.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_11494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_12494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_14994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_15119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_15494.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_17994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_20369.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_23119.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_4744.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_20972_5244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21097_16244.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21222_14869.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21222_14994.tif,Stroma,0,train
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21222_16244.tif,Stroma,0,val
Data/SetB/251_Train_B/Stroma/11366_18_S1_HE_Scan1_Stroma_2_21222_7494.tif,Stroma,0,train
