path,source,true_label_name,pred_label_name,confidence,correct,top2_margin,progression_score,low_margin,near_boundary,transition,uncertainty
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2250_7541.tif,SetA,Stroma,Stroma,0.9999566,1,0.9999157,10.763195,0,0,0,4.339218e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2375_6416.tif,SetA,Stroma,Stroma,0.9617107,1,0.92405,11.572527,0,0,0,0.03828931
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_875_5041.tif,SetA,Stroma,Stroma,0.9999504,1,0.99990475,11.085737,0,0,0,4.9591064e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1084_2529.tif,SetA,Stroma,Stroma,0.9998292,1,0.99972016,10.5378,0,0,0,0.00017082691
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1334_529.tif,SetA,Stroma,Stroma,0.9975573,1,0.9957793,9.802975,0,0,0,0.0024427176
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1334_654.tif,SetA,Stroma,Stroma,0.9920204,1,0.984469,9.627655,0,0,0,0.007979572
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1459_1279.tif,SetA,Stroma,Stroma,0.9993488,1,0.9988312,9.531087,0,0,0,0.00065118074
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1459_2279.tif,SetA,Stroma,Stroma,0.9979189,1,0.99600965,10.611458,0,0,0,0.0020810962
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1709_2154.tif,SetA,Stroma,Stroma,0.99816006,1,0.99637365,10.575747,0,0,0,0.0018399358
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1709_2404.tif,SetA,Stroma,Stroma,0.9997242,1,0.9994787,10.325449,0,0,0,0.0002757907
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2459_3654.tif,SetA,Stroma,Stroma,0.99248177,1,0.9864984,9.71208,0,0,0,0.007518232
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2709_2654.tif,SetA,Stroma,Stroma,0.99987006,1,0.99974966,10.000436,0,0,0,0.00012993813
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2709_2779.tif,SetA,Stroma,Stroma,0.9972138,1,0.994492,10.800417,0,0,0,0.0027862191
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2959_1779.tif,SetA,Stroma,Stroma,0.9968413,1,0.9943427,11.018671,0,0,0,0.0031586885
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3084_3779.tif,SetA,Stroma,Stroma,0.99906904,1,0.9983075,10.144859,0,0,0,0.00093096495
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3209_2904.tif,SetA,Stroma,Stroma,0.9973943,1,0.995637,11.246424,0,0,0,0.0026056767
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3459_4404.tif,SetA,Stroma,Stroma,0.9996743,1,0.99946284,10.058795,0,0,0,0.00032567978
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3709_1154.tif,SetA,Stroma,Stroma,0.99988306,1,0.99980706,9.771242,0,0,0,0.00011694431
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3834_3154.tif,SetA,Stroma,Stroma,0.99938214,1,0.99913514,8.773246,0,0,0,0.00061786175
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_834_1529.tif,SetA,Stroma,Stroma,0.9997229,1,0.999546,10.070576,0,0,0,0.000277102
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_834_3279.tif,SetA,Stroma,Stroma,0.9916611,1,0.9842771,11.013174,0,0,0,0.008338928
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1048_3520.tif,SetA,Stroma,Stroma,0.9998276,1,0.9996699,10.252209,0,0,0,0.00017237663
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1173_4395.tif,SetA,Stroma,Stroma,0.99995947,1,0.99992263,11.060779,0,0,0,4.053116e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1298_2645.tif,SetA,Stroma,Stroma,0.99999976,1,0.99999964,10.624953,0,0,0,2.3841858e-07
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1423_2895.tif,SetA,Stroma,Stroma,0.9994586,1,0.99905264,8.883274,0,0,0,0.000541389
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1923_520.tif,SetA,Stroma,Stroma,0.99958485,1,0.99925524,10.859314,0,0,0,0.00041514635
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_2173_1770.tif,SetA,Stroma,Stroma,0.99947053,1,0.9991866,9.885302,0,0,0,0.00052946806
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_2423_2020.tif,SetA,Stroma,Stroma,0.9999757,1,0.9999591,10.55639,0,0,0,2.4318695e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_2548_4145.tif,SetA,Stroma,Stroma,0.9999132,1,0.99983495,10.206902,0,0,0,8.678436e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_298_4020.tif,SetA,Stroma,Stroma,0.99996257,1,0.99994504,9.73563,0,0,0,3.7431717e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_1212_3716.tif,SetA,Stroma,Stroma,0.9973822,1,0.9953884,10.951765,0,0,0,0.0026177764
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_1712_3341.tif,SetA,Stroma,Stroma,0.9999988,1,0.9999982,10.2859955,0,0,0,1.1920929e-06
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_1962_3966.tif,SetA,Stroma,Stroma,0.99908483,1,0.99819636,10.568466,0,0,0,0.0009151697
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2087_2841.tif,SetA,Stroma,Stroma,0.9996457,1,0.99932957,10.345011,0,0,0,0.00035429
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2337_2341.tif,SetA,Stroma,Stroma,0.97497004,1,0.9526718,10.656041,0,0,0,0.025029957
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2337_3216.tif,SetA,Stroma,Stroma,0.9996573,1,0.99934876,9.697642,0,0,0,0.0003427267
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2462_3966.tif,SetA,Stroma,Stroma,0.9975641,1,0.99525225,10.1849785,0,0,0,0.0024359226
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2962_3966.tif,SetA,Stroma,Stroma,0.9969297,1,0.9939375,11.011648,0,0,0,0.0030702949
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3462_3091.tif,SetA,Stroma,Stroma,0.9999654,1,0.9999315,10.193356,0,0,0,3.4570694e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3462_3841.tif,SetA,Stroma,Stroma,0.99839956,1,0.99711955,10.471792,0,0,0,0.0016004443
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3587_2341.tif,SetA,Stroma,Stroma,0.9999672,1,0.99994797,9.481716,0,0,0,3.2782555e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3962_2091.tif,SetA,Stroma,Stroma,0.99986684,1,0.9997695,10.223509,0,0,0,0.00013315678
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_4087_966.tif,SetA,Stroma,Stroma,0.9999049,1,0.9998574,9.435731,0,0,0,9.512901e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1081_2031.tif,SetA,Stroma,Stroma,0.9998746,1,0.9997577,9.2694,0,0,0,0.00012540817
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1331_2656.tif,SetA,Stroma,Stroma,0.9999063,1,0.9998346,11.759777,0,0,0,9.36985e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1456_1531.tif,SetA,Stroma,Stroma,0.9929717,1,0.98688376,10.422064,0,0,0,0.0070282817
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1456_2781.tif,SetA,Stroma,Stroma,0.9986614,1,0.9976522,10.182874,0,0,0,0.0013386011
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_2581_2406.tif,SetA,Stroma,Stroma,0.99937916,1,0.9990133,9.762731,0,0,0,0.000620842
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_3956_2531.tif,SetA,Stroma,Stroma,0.9962682,1,0.99329174,9.453928,0,0,0,0.0037317872
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_3956_2781.tif,SetA,Stroma,Stroma,0.9993605,1,0.9987992,11.3787985,0,0,0,0.00063949823
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_706_406.tif,SetA,Stroma,Stroma,0.99402124,1,0.99031854,10.180266,0,0,0,0.005978763
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_831_1281.tif,SetA,Stroma,Stroma,0.99975294,1,0.99960613,9.647622,0,0,0,0.00024706125
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_956_2656.tif,SetA,Stroma,Stroma,0.99944896,1,0.9989563,10.760864,0,0,0,0.00055104494
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1161_1005.tif,SetA,Stroma,Stroma,0.99996936,1,0.99994045,6.777311,0,0,0,3.0636787e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1411_2130.tif,SetA,Stroma,Stroma,1.0,1,1.0,8.26849,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1536_4005.tif,SetA,Stroma,Stroma,1.0,1,1.0,8.314843,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1786_1880.tif,SetA,Stroma,Stroma,0.99999607,1,0.99999416,10.204449,0,0,0,3.9339066e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1786_2255.tif,SetA,Stroma,Stroma,0.99999404,1,0.99998856,8.535318,0,0,0,5.9604645e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2036_2880.tif,SetA,Stroma,Stroma,1.0,1,1.0,5.9351883,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2286_2005.tif,SetA,Stroma,Stroma,1.0,1,1.0,8.520763,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2661_2630.tif,SetA,Stroma,Stroma,1.0,1,0.99999994,7.8726454,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2661_3130.tif,SetA,Stroma,Stroma,1.0,1,1.0,7.752611,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2911_4130.tif,SetA,Stroma,Stroma,0.9999999,1,0.99999976,8.115835,0,0,0,1.1920929e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3161_3755.tif,SetA,Stroma,Stroma,1.0,1,1.0,5.5193357,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3161_3880.tif,SetA,Stroma,Stroma,1.0,1,1.0,5.2306514,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3411_4380.tif,SetA,Stroma,Stroma,1.0,1,0.99999994,8.383547,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3411_4755.tif,SetA,Stroma,Stroma,0.99999976,1,0.9999995,9.094463,0,0,0,2.3841858e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3661_3505.tif,SetA,Stroma,Stroma,0.99999976,1,0.9999995,8.213812,0,0,0,2.3841858e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3786_2255.tif,SetA,Stroma,Stroma,0.9978537,1,0.9957111,11.40322,0,0,0,0.0021463037
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4036_2505.tif,SetA,Stroma,Stroma,1.0,1,1.0,7.549448,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4161_3505.tif,SetA,Stroma,Stroma,0.9999999,1,0.9999998,7.9040546,0,0,0,1.1920929e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4286_2505.tif,SetA,Stroma,Stroma,1.0,1,0.99999994,7.8522086,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4536_2505.tif,SetA,Stroma,Stroma,0.9999901,1,0.9999802,9.787645,0,0,0,9.894371e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_5161_2755.tif,SetA,Stroma,Stroma,1.0,1,1.0,7.0725307,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_5286_2880.tif,SetA,Stroma,Stroma,0.99998987,1,0.99997985,10.905595,0,0,0,1.013279e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_661_1130.tif,SetA,Stroma,Stroma,0.9999316,1,0.9998643,7.883787,0,0,0,6.842613e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_786_2255.tif,SetA,Stroma,Stroma,0.99982136,1,0.999646,8.182745,0,0,0,0.00017863512
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_911_4005.tif,SetA,Stroma,Stroma,0.99999166,1,0.9999833,5.204652,0,0,0,8.34465e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1017_7407.tif,SetA,Stroma,Stroma,1.0,1,1.0,7.901721,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1142_5407.tif,SetA,Stroma,Stroma,0.9999993,1,0.9999986,8.259289,0,0,0,7.1525574e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1267_10407.tif,SetA,Stroma,Stroma,0.99999225,1,0.9999885,7.7529354,0,0,0,7.748604e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1267_5032.tif,SetA,Stroma,Stroma,0.9997497,1,0.9995033,10.61936,0,0,0,0.0002502799
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1267_7657.tif,SetA,Stroma,Stroma,0.99999964,1,0.9999992,6.6152077,0,0,0,3.5762787e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1267_9157.tif,SetA,Stroma,Stroma,0.99994254,1,0.9999112,8.281716,0,0,0,5.7458878e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1392_6907.tif,SetA,Stroma,Stroma,0.9999496,1,0.99991214,7.131038,0,0,0,5.042553e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1517_10407.tif,SetA,Stroma,Stroma,0.999992,1,0.99998415,4.1185074,0,0,0,7.987022e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1517_5157.tif,SetA,Stroma,Stroma,1.0,1,1.0,6.622763,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1517_9907.tif,SetA,Stroma,Stroma,0.9999999,1,0.99999976,4.028086,0,0,0,1.1920929e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1767_5032.tif,SetA,Stroma,Stroma,0.9999987,1,0.9999975,8.603267,0,0,0,1.3113022e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1892_6532.tif,SetA,Stroma,Stroma,0.9997385,1,0.9995282,9.283958,0,0,0,0.00026148558
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_1892_7282.tif,SetA,Stroma,Stroma,0.9999887,1,0.99998003,8.747162,0,0,0,1.13248825e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2017_4157.tif,SetA,Stroma,Stroma,1.0,1,1.0,8.692345,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2017_5157.tif,SetA,Stroma,Stroma,1.0,1,1.0,5.764886,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2017_8282.tif,SetA,Stroma,Stroma,0.9999373,1,0.99989396,7.933599,0,0,0,6.2704086e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2142_10907.tif,SetA,Stroma,Stroma,0.9999814,1,0.9999638,6.59039,0,0,0,1.859665e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2142_5032.tif,SetA,Stroma,Stroma,1.0,1,1.0,7.610073,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2267_11407.tif,SetA,Stroma,Stroma,0.99979836,1,0.9996417,7.7025976,0,0,0,0.00020164251
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2267_3532.tif,SetA,Stroma,Stroma,0.9996202,1,0.99940765,9.594324,0,0,0,0.0003798008
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2267_3782.tif,SetA,Stroma,Stroma,0.999498,1,0.9990079,9.842386,0,0,0,0.0005019903
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2517_5282.tif,SetA,Stroma,Stroma,0.9999893,1,0.9999815,8.509479,0,0,0,1.0728836e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2642_4532.tif,SetA,Stroma,Stroma,0.9948821,1,0.98992354,10.433122,0,0,0,0.005117893
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2642_6407.tif,SetA,Stroma,Stroma,0.9999924,1,0.9999883,8.26867,0,0,0,7.6293945e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2767_10407.tif,SetA,Stroma,Stroma,0.9999374,1,0.9999084,8.799754,0,0,0,6.258488e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2767_3657.tif,SetA,Stroma,Stroma,1.0,1,1.0,6.567301,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2767_4407.tif,SetA,Stroma,Stroma,0.99999905,1,0.9999985,8.107391,0,0,0,9.536743e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2767_9407.tif,SetA,Stroma,Stroma,0.99417806,1,0.9905057,9.926498,0,0,0,0.0058219433
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2892_4782.tif,SetA,Stroma,Stroma,0.99987125,1,0.9998076,8.152172,0,0,0,0.00012874603
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_2892_6907.tif,SetA,Stroma,Stroma,0.99999547,1,0.99999154,8.548182,0,0,0,4.529953e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3142_10032.tif,SetA,Stroma,Stroma,0.99999654,1,0.9999932,7.0233493,0,0,0,3.4570694e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3142_9407.tif,SetA,Stroma,Stroma,0.9999987,1,0.9999976,6.739732,0,0,0,1.3113022e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3267_6407.tif,SetA,Stroma,Stroma,0.99999833,1,0.99999684,6.98371,0,0,0,1.66893e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3267_7032.tif,SetA,Stroma,Stroma,0.99999845,1,0.99999756,8.884213,0,0,0,1.5497208e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3392_2532.tif,SetA,Stroma,Stroma,0.9999999,1,0.9999997,8.190632,0,0,0,1.1920929e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3392_4157.tif,SetA,Stroma,Stroma,0.9998745,1,0.9997835,6.7531266,0,0,0,0.00012552738
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3517_10407.tif,SetA,Stroma,Stroma,0.9996928,1,0.99946856,8.297131,0,0,0,0.00030720234
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3517_10532.tif,SetA,Stroma,Stroma,0.9753091,1,0.9509082,6.7208223,0,0,0,0.024690926
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3642_5907.tif,SetA,Stroma,Stroma,0.99998784,1,0.9999778,7.9065914,0,0,0,1.21593475e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3642_9407.tif,SetA,Stroma,Stroma,0.97021985,1,0.9452192,8.847212,0,0,0,0.02978015
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3767_11407.tif,SetA,Stroma,Stroma,0.9999788,1,0.9999592,7.910172,0,0,0,2.1219254e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3767_2407.tif,SetA,Stroma,Stroma,0.99994075,1,0.9998851,9.473957,0,0,0,5.9247017e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_3767_3032.tif,SetA,Stroma,Stroma,0.99999964,1,0.99999946,7.642231,0,0,0,3.5762787e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4017_9157.tif,SetA,Stroma,Stroma,0.9999994,1,0.9999988,6.6645765,0,0,0,5.9604645e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4142_10157.tif,SetA,Stroma,Stroma,0.9597673,1,0.94218457,8.115663,0,0,0,0.040232718
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4142_12782.tif,SetA,Stroma,Stroma,0.99989855,1,0.999831,8.389086,0,0,0,0.000101447105
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4142_2907.tif,SetA,Stroma,Stroma,0.9999918,1,0.9999872,8.397702,0,0,0,8.225441e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4142_6032.tif,SetA,Stroma,Stroma,0.99999833,1,0.9999973,6.566857,0,0,0,1.66893e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4392_11032.tif,SetA,Stroma,Stroma,0.9999939,1,0.9999883,6.859832,0,0,0,6.0796738e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4392_12157.tif,SetA,Stroma,Stroma,0.9996686,1,0.999488,7.3792424,0,0,0,0.00033140182
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4392_4282.tif,SetA,Stroma,Stroma,0.9709336,1,0.946613,11.492037,0,0,0,0.029066384
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4392_4907.tif,SetA,Stroma,Stroma,0.9999286,1,0.9998706,9.574331,0,0,0,7.1406364e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4517_3032.tif,SetA,Stroma,Stroma,0.9999001,1,0.9998444,9.063698,0,0,0,9.9897385e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_3_4517_9907.tif,SetA,Stroma,Stroma,0.9999045,1,0.99985856,9.89572,0,0,0,9.548664e-05
