path,true_label,true_label_name,pred_label,pred_label_name,confidence,correct,prob_Stroma,prob_Normal,prob_G3,prob_G4,prob_G5,source,umap_x,umap_y,progression_score,high_conf_wrong,top2_margin,low_margin,near_boundary,transition,uncertainty
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2000_4791.tif,0,Stroma,0,Stroma,0.9999379,1,0.9999379,1.0454702e-06,2.0760123e-07,4.958409e-05,1.1198542e-05,SetA,-5.5825825,-0.30651078,11.815952,0,0.9998883,0,0,0,6.210804e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2000_5791.tif,0,Stroma,0,Stroma,0.99995005,1,0.99995005,2.2168363e-06,1.805114e-07,3.8435097e-05,9.119051e-06,SetA,-5.632385,-0.39008784,11.577372,0,0.9999116,0,0,0,4.9948692e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2000_8166.tif,0,Stroma,0,Stroma,0.9999423,1,0.9999423,2.1010792e-06,6.6934064e-07,3.8713755e-05,1.61887e-05,SetA,-5.5736456,-0.40030405,11.543444,0,0.99990356,0,0,0,5.7697296e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2125_5791.tif,0,Stroma,0,Stroma,0.9998889,1,0.9998889,3.0021604e-06,6.527538e-07,8.300048e-05,2.4466153e-05,SetA,-5.592829,-0.42210528,11.651738,0,0.99980587,0,0,0,0.00011110306
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2125_7916.tif,0,Stroma,0,Stroma,0.99993634,1,0.99993634,4.355035e-06,2.9131054e-06,3.2005297e-05,2.4390434e-05,SetA,-5.6050506,-0.43407696,11.020466,0,0.99990433,0,0,0,6.365776e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2250_5916.tif,0,Stroma,0,Stroma,0.9986419,1,0.9986419,9.54045e-06,2.7309563e-06,0.0012717914,7.401733e-05,SetA,-5.8925595,-0.1138506,11.622208,0,0.9973701,0,0,0,0.0013580918
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2250_7541.tif,0,Stroma,0,Stroma,0.9999566,1,0.9999566,6.177891e-07,9.529543e-08,4.091808e-05,1.7354438e-06,SetA,-5.6148567,-0.23498496,10.763195,0,0.9999157,0,0,0,4.339218e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_2375_6416.tif,0,Stroma,0,Stroma,0.9617107,1,0.9617107,0.00014071788,1.1926563e-05,0.03766074,0.00047586978,SetA,-6.0479717,0.4748597,11.572527,0,0.92405,0,0,0,0.03828931
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_1_875_5041.tif,0,Stroma,0,Stroma,0.9999504,1,0.9999504,7.70342e-07,2.41197e-07,4.56845e-05,2.8044833e-06,SetA,-5.853138,-1.0841805,11.085737,0,0.99990475,0,0,0,4.9591064e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1084_2529.tif,0,Stroma,0,Stroma,0.9998292,1,0.9998292,2.4367968e-05,8.055161e-06,0.00010902702,2.9273759e-05,SetA,-5.674948,-0.44499743,10.5378,0,0.99972016,0,0,0,0.00017082691
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1334_529.tif,0,Stroma,0,Stroma,0.9975573,1,0.9975573,0.0001466194,0.00031717392,0.0017779954,0.000200982,SetA,-6.3826194,-0.40136257,9.802975,0,0.9957793,0,0,0,0.0024427176
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1334_654.tif,0,Stroma,0,Stroma,0.9920204,1,0.9920204,0.0001320752,0.00018824807,0.007551418,0.00010790061,SetA,-6.3908625,0.08595252,9.627655,0,0.984469,0,0,0,0.007979572
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1459_1279.tif,0,Stroma,0,Stroma,0.9993488,1,0.9993488,3.1878233e-05,5.9996015e-05,0.0005176204,4.157856e-05,SetA,-6.239015,-0.57897824,9.531087,0,0.9988312,0,0,0,0.00065118074
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1459_2279.tif,0,Stroma,0,Stroma,0.9979189,1,0.9979189,8.710131e-05,1.655395e-05,0.0019092507,6.8144305e-05,SetA,-5.8566074,0.15182485,10.611458,0,0.99600965,0,0,0,0.0020810962
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1709_2154.tif,0,Stroma,0,Stroma,0.99816006,1,0.99816006,1.0258998e-05,5.4567818e-06,0.0017864077,3.781466e-05,SetA,-5.95366,0.32721418,10.575747,0,0.99637365,0,0,0,0.0018399358
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_1709_2404.tif,0,Stroma,0,Stroma,0.9997242,1,0.9997242,2.5454665e-05,5.7200776e-07,0.000245532,4.203211e-06,SetA,-5.6616597,0.046150126,10.325449,0,0.9994787,0,0,0,0.0002757907
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2459_3654.tif,0,Stroma,0,Stroma,0.99248177,1,0.99248177,0.001333052,4.819362e-05,0.005983379,0.00015362419,SetA,-5.8750286,-0.6825295,9.71208,0,0.9864984,0,0,0,0.007518232
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2709_2654.tif,0,Stroma,0,Stroma,0.99987006,1,0.99987006,4.167456e-06,1.0130337e-06,0.00012040002,4.3519562e-06,SetA,-5.6160583,-0.13754386,10.000436,0,0.99974966,0,0,0,0.00012993813
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2709_2779.tif,0,Stroma,0,Stroma,0.9972138,1,0.9972138,1.4067869e-05,3.331192e-06,0.0027217832,4.7094032e-05,SetA,-5.8193135,0.173933,10.800417,0,0.994492,0,0,0,0.0027862191
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_2959_1779.tif,0,Stroma,0,Stroma,0.9968413,1,0.9968413,0.0003332429,2.0166774e-05,0.0024986465,0.00030659518,SetA,-5.794611,-0.039653,11.018671,0,0.9943427,0,0,0,0.0031586885
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3084_3779.tif,0,Stroma,0,Stroma,0.99906904,1,0.99906904,0.00013353322,6.101187e-06,0.0007615078,2.9846706e-05,SetA,-5.709205,0.03343537,10.144859,0,0.9983075,0,0,0,0.00093096495
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3209_2904.tif,0,Stroma,0,Stroma,0.9973943,1,0.9973943,0.00024822712,4.3737295e-05,0.0017573158,0.0005563201,SetA,-5.7320337,-0.10807533,11.246424,0,0.995637,0,0,0,0.0026056767
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3459_4404.tif,0,Stroma,0,Stroma,0.9996743,1,0.9996743,0.00021149222,2.9560742e-05,3.626617e-05,4.843952e-05,SetA,-6.242326,-1.2755108,10.058795,0,0.99946284,0,0,0,0.00032567978
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3709_1154.tif,0,Stroma,0,Stroma,0.99988306,1,0.99988306,1.8799969e-05,9.941869e-06,7.600646e-05,1.229724e-05,SetA,-5.643242,-0.4188345,9.771242,0,0.99980706,0,0,0,0.00011694431
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_3834_3154.tif,0,Stroma,0,Stroma,0.99938214,1,0.99938214,0.00018349258,0.00016007682,0.00024697324,2.7302256e-05,SetA,-6.2086,-0.9566734,8.773246,0,0.99913514,0,0,0,0.00061786175
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_834_1529.tif,0,Stroma,0,Stroma,0.9997229,1,0.9997229,3.2983273e-05,2.7640623e-05,0.00017688928,3.9530056e-05,SetA,-6.002485,-0.6334603,10.070576,0,0.999546,0,0,0,0.000277102
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_2_834_3279.tif,0,Stroma,0,Stroma,0.9916611,1,0.9916611,0.00040075765,8.6141394e-05,0.0073839263,0.00046795508,SetA,-6.43221,0.21516229,11.013174,0,0.9842771,0,0,0,0.008338928
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1048_3520.tif,0,Stroma,0,Stroma,0.9998276,1,0.9998276,6.3497864e-06,9.224723e-07,0.00015771824,7.3061897e-06,SetA,-5.6643696,-0.4520765,10.252209,0,0.9996699,0,0,0,0.00017237663
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1173_4395.tif,0,Stroma,0,Stroma,0.99995947,1,0.99995947,5.981101e-07,1.06435415e-07,3.6855978e-05,3.0183892e-06,SetA,-5.588553,-0.3385908,11.060779,0,0.99992263,0,0,0,4.053116e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1298_2645.tif,0,Stroma,0,Stroma,0.99999976,1,0.99999976,1.8367812e-08,1.32851135e-08,1.2578975e-07,1.0130178e-07,SetA,-5.571127,-0.42688394,10.624953,0,0.99999964,0,0,0,2.3841858e-07
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1423_2895.tif,0,Stroma,0,Stroma,0.9994586,1,0.9994586,6.0960007e-05,5.761398e-05,0.0004059579,1.6765922e-05,SetA,-6.1808867,-0.8726926,8.883274,0,0.99905264,0,0,0,0.000541389
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_1923_520.tif,0,Stroma,0,Stroma,0.99958485,1,0.99958485,1.8047853e-05,7.461984e-06,0.00032958898,6.0083254e-05,SetA,-5.6316905,-0.36576286,10.859314,0,0.99925524,0,0,0,0.00041514635
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_2173_1770.tif,0,Stroma,0,Stroma,0.99947053,1,0.99947053,5.506146e-05,8.7572414e-05,0.00028395304,0.000102909755,SetA,-6.1223035,-0.84962034,9.885302,0,0.9991866,0,0,0,0.00052946806
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_2423_2020.tif,0,Stroma,0,Stroma,0.9999757,1,0.9999757,1.999054e-06,8.0759986e-07,1.6562508e-05,4.9023856e-06,SetA,-5.5333395,-0.42847493,10.55639,0,0.9999591,0,0,0,2.4318695e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_2548_4145.tif,0,Stroma,0,Stroma,0.9999132,1,0.9999132,4.5755723e-06,4.750617e-07,7.824098e-05,3.4861973e-06,SetA,-5.6333156,-0.19382787,10.206902,0,0.99983495,0,0,0,8.678436e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_3_298_4020.tif,0,Stroma,0,Stroma,0.99996257,1,0.99996257,1.4758311e-05,1.8840782e-06,1.7515267e-05,3.260413e-06,SetA,-5.617288,-0.4572296,9.73563,0,0.99994504,0,0,0,3.7431717e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_1212_3716.tif,0,Stroma,0,Stroma,0.9973822,1,0.9973822,0.00024043799,3.4078374e-05,0.001993858,0.0003492853,SetA,-5.6485796,-0.015952649,10.951765,0,0.9953884,0,0,0,0.0026177764
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_1712_3341.tif,0,Stroma,0,Stroma,0.9999988,1,0.9999988,4.224419e-07,1.2452638e-08,5.9770986e-07,1.2509338e-07,SetA,-5.536936,-0.44108444,10.2859955,0,0.9999982,0,0,0,1.1920929e-06
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_1962_3966.tif,0,Stroma,0,Stroma,0.99908483,1,0.99908483,1.6759908e-05,9.4622203e-07,0.00088844594,9.08786e-06,SetA,-5.6959324,0.05482143,10.568466,0,0.99819636,0,0,0,0.0009151697
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2087_2841.tif,0,Stroma,0,Stroma,0.9996457,1,0.9996457,1.2666016e-05,3.657563e-06,0.00031612845,2.1841315e-05,SetA,-5.5858183,-0.05008995,10.345011,0,0.99932957,0,0,0,0.00035429
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2337_2341.tif,0,Stroma,0,Stroma,0.97497004,1,0.97497004,0.0007118609,0.0003434902,0.022298189,0.0016764195,SetA,-6.349521,0.2489244,10.656041,0,0.9526718,0,0,0,0.025029957
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2337_3216.tif,0,Stroma,0,Stroma,0.9996573,1,0.9996573,3.0200983e-05,5.779742e-07,0.0003085372,3.3621063e-06,SetA,-5.689901,-0.08022476,9.697642,0,0.99934876,0,0,0,0.0003427267
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2462_3966.tif,0,Stroma,0,Stroma,0.9975641,1,0.9975641,6.765232e-05,1.2087775e-05,0.0023118125,4.431736e-05,SetA,-5.782316,0.15231305,10.1849785,0,0.99525225,0,0,0,0.0024359226
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_2962_3966.tif,0,Stroma,0,Stroma,0.9969297,1,0.9969297,1.5005809e-05,4.5726565e-06,0.002992184,5.8624464e-05,SetA,-5.888589,0.27208215,11.011648,0,0.9939375,0,0,0,0.0030702949
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3462_3091.tif,0,Stroma,0,Stroma,0.9999654,1,0.9999654,2.9818491e-07,5.7660483e-08,3.3932967e-05,3.472693e-07,SetA,-5.5777693,-0.19910495,10.193356,0,0.9999315,0,0,0,3.4570694e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3462_3841.tif,0,Stroma,0,Stroma,0.99839956,1,0.99839956,0.00024934518,8.691729e-06,0.0012800377,6.236121e-05,SetA,-5.7032514,0.027142499,10.471792,0,0.99711955,0,0,0,0.0016004443
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3587_2341.tif,0,Stroma,0,Stroma,0.9999672,1,0.9999672,1.2724496e-05,1.826542e-07,1.927477e-05,5.440663e-07,SetA,-5.6588416,-0.3655341,9.481716,0,0.99994797,0,0,0,3.2782555e-05
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_3962_2091.tif,0,Stroma,0,Stroma,0.99986684,1,0.99986684,1.6651991e-05,5.0118883e-06,9.732553e-05,1.4218244e-05,SetA,-5.6376452,-0.35880262,10.223509,0,0.9997695,0,0,0,0.00013315678
Data/SetA/251_Test_A/Stroma/11257_14_A13_Scan1_Stroma_4_4087_966.tif,0,Stroma,0,Stroma,0.9999049,1,0.9999049,4.105206e-05,3.0644158e-06,4.7451125e-05,3.5346534e-06,SetA,-6.1207805,-0.9214737,9.435731,0,0.9998574,0,0,0,9.512901e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1081_2031.tif,0,Stroma,0,Stroma,0.9998746,1,0.9998746,0.000116899064,2.8946401e-06,2.7709734e-06,2.8236057e-06,SetA,-6.168296,-1.1738272,9.2694,0,0.9997577,0,0,0,0.00012540817
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1331_2656.tif,0,Stroma,0,Stroma,0.9999063,1,0.9999063,8.8529305e-06,4.1086696e-07,7.170624e-05,1.2796089e-05,SetA,-5.8376985,-1.122948,11.759777,0,0.9998346,0,0,0,9.36985e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1456_1531.tif,0,Stroma,0,Stroma,0.9929717,1,0.9929717,0.00029939142,0.00024530015,0.006087941,0.00039574166,SetA,-6.4485416,0.12048738,10.422064,0,0.98688376,0,0,0,0.0070282817
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_1456_2781.tif,0,Stroma,0,Stroma,0.9986614,1,0.9986614,0.0010092353,8.213883e-06,0.00028463895,3.658922e-05,SetA,-5.8825035,-0.7727648,10.182874,0,0.9976522,0,0,0,0.0013386011
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_2581_2406.tif,0,Stroma,0,Stroma,0.99937916,1,0.99937916,0.00019127502,2.7572472e-05,0.00036583075,3.623324e-05,SetA,-5.999899,-0.7142353,9.762731,0,0.9990133,0,0,0,0.000620842
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_3956_2531.tif,0,Stroma,0,Stroma,0.9962682,1,0.9962682,0.00034648456,0.0002407223,0.0029764923,0.00016802641,SetA,-6.081471,-0.57852274,9.453928,0,0.99329174,0,0,0,0.0037317872
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_3956_2781.tif,0,Stroma,0,Stroma,0.9993605,1,0.9993605,2.9886378e-05,2.3297598e-06,0.0005612992,4.5999983e-05,SetA,-5.8422437,-0.91686225,11.3787985,0,0.9987992,0,0,0,0.00063949823
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_706_406.tif,0,Stroma,0,Stroma,0.99402124,1,0.99402124,0.00072899094,0.00070586044,0.0037027197,0.0008412355,SetA,-6.4787855,-0.12666652,10.180266,0,0.99031854,0,0,0,0.005978763
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_831_1281.tif,0,Stroma,0,Stroma,0.99975294,1,0.99975294,3.7847563e-05,3.6986836e-05,0.00014683591,2.5426354e-05,SetA,-5.692631,-0.45709455,9.647622,0,0.99960613,0,0,0,0.00024706125
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_1_956_2656.tif,0,Stroma,0,Stroma,0.99944896,1,0.99944896,1.4960661e-05,8.320924e-06,0.0004926352,3.5148423e-05,SetA,-5.927703,-0.60736585,10.760864,0,0.9989563,0,0,0,0.00055104494
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1161_1005.tif,0,Stroma,0,Stroma,0.99996936,1,0.99996936,9.458263e-08,2.8930972e-05,1.4364239e-06,1.3605775e-07,SetA,-6.386683,-2.3657842,6.777311,0,0.99994045,0,0,0,3.0636787e-05
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1411_2130.tif,0,Stroma,0,Stroma,1.0,1,1.0,9.370211e-11,5.924294e-09,2.295632e-09,5.658856e-10,SetA,-6.1604733,-2.549123,8.26849,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1536_4005.tif,0,Stroma,0,Stroma,1.0,1,1.0,1.4753105e-11,1.0904235e-09,6.452975e-09,1.0478058e-10,SetA,-6.089636,-2.5899813,8.314843,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1786_1880.tif,0,Stroma,0,Stroma,0.99999607,1,0.99999607,2.0832195e-07,7.0912563e-07,1.9088761e-06,1.0841868e-06,SetA,-6.054058,-1.7390354,10.204449,0,0.99999416,0,0,0,3.9339066e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_1786_2255.tif,0,Stroma,0,Stroma,0.99999404,1,0.99999404,5.026734e-08,5.504306e-06,1.11104065e-07,3.1239497e-07,SetA,-6.423882,-2.3509648,8.535318,0,0.99998856,0,0,0,5.9604645e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2036_2880.tif,0,Stroma,0,Stroma,1.0,1,1.0,3.7469205e-15,3.1937185e-12,2.2812943e-12,1.0107466e-14,SetA,-6.135952,-2.6067245,5.9351883,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2286_2005.tif,0,Stroma,0,Stroma,1.0,1,1.0,2.0699373e-11,7.580656e-09,8.530869e-09,5.229415e-10,SetA,-6.123588,-2.5810723,8.520763,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2661_2630.tif,0,Stroma,0,Stroma,1.0,1,1.0,8.624936e-11,4.4976396e-09,4.646798e-08,3.0561204e-10,SetA,-6.08784,-2.5954368,7.8726454,0,0.99999994,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2661_3130.tif,0,Stroma,0,Stroma,1.0,1,1.0,2.8862818e-11,9.0913876e-10,1.7073393e-09,6.8933255e-11,SetA,-6.0948844,-2.5732138,7.752611,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_2911_4130.tif,0,Stroma,0,Stroma,0.9999999,1,0.9999999,7.293328e-10,4.8925557e-08,1.2671735e-07,3.5664451e-09,SetA,-6.121156,-2.57025,8.115835,0,0.99999976,0,0,0,1.1920929e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3161_3755.tif,0,Stroma,0,Stroma,1.0,1,1.0,3.9159875e-13,1.5535008e-09,2.9761874e-11,1.240304e-12,SetA,-6.2566495,-2.4762087,5.5193357,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3161_3880.tif,0,Stroma,0,Stroma,1.0,1,1.0,3.5427295e-13,1.015778e-09,8.348894e-12,7.362447e-13,SetA,-6.3429666,-2.3901582,5.2306514,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3411_4380.tif,0,Stroma,0,Stroma,1.0,1,1.0,2.9053373e-11,3.8277834e-10,3.1519324e-08,6.0770874e-11,SetA,-6.032468,-2.5823908,8.383547,0,0.99999994,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3411_4755.tif,0,Stroma,0,Stroma,0.99999976,1,0.99999976,2.1811086e-10,2.5037565e-09,2.1723329e-07,1.4509578e-09,SetA,-6.051199,-2.5877888,9.094463,0,0.9999995,0,0,0,2.3841858e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3661_3505.tif,0,Stroma,0,Stroma,0.99999976,1,0.99999976,1.9816539e-10,1.3443535e-08,2.62837e-07,1.4834777e-09,SetA,-6.079992,-2.598531,8.213812,0,0.9999995,0,0,0,2.3841858e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_3786_2255.tif,0,Stroma,0,Stroma,0.9978537,1,0.9978537,1.0932433e-07,1.8182855e-07,0.002142603,3.3066767e-06,SetA,-5.961298,-2.5665927,11.40322,0,0.9957111,0,0,0,0.0021463037
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4036_2505.tif,0,Stroma,0,Stroma,1.0,1,1.0,2.320914e-11,5.2292554e-10,6.3956294e-09,3.2975452e-11,SetA,-6.10263,-2.6001902,7.549448,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4161_3505.tif,0,Stroma,0,Stroma,0.9999999,1,0.9999999,8.723441e-11,1.13510135e-08,5.985117e-08,5.1615545e-10,SetA,-6.0970736,-2.6036818,7.9040546,0,0.9999998,0,0,0,1.1920929e-07
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4286_2505.tif,0,Stroma,0,Stroma,1.0,1,1.0,2.30607e-11,2.1259196e-10,5.7425186e-08,2.8928568e-11,SetA,-6.014953,-2.5934534,7.8522086,0,0.99999994,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_4536_2505.tif,0,Stroma,0,Stroma,0.9999901,1,0.9999901,5.3878257e-09,4.5761684e-08,9.888154e-06,5.2376336e-08,SetA,-6.004677,-2.5765269,9.787645,0,0.9999802,0,0,0,9.894371e-06
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_5161_2755.tif,0,Stroma,0,Stroma,1.0,1,1.0,3.82085e-12,3.4032204e-11,6.784021e-11,1.3163841e-12,SetA,-6.084308,-2.5718915,7.0725307,0,1.0,0,0,0,0.0
Data/SetA/251_Test_A/Stroma/9427_14_A12_Scan1_Stroma_2_5286_2880.tif,0,Stroma,0,Stroma,0.99998987,1,0.99998987,1.906509e-09,1.16260646e-08,1.0027567e-05,7.102552e-08,SetA,-5.970266,-2.6098204,10.905595,0,0.99997985,0,0,0,1.013279e-05
